"","track_name","lyrics"
"95","Superman","tall dark and superman he puts papers in his briefcase and drives away to save the world or go to work it s the same thing to me he s got his mother s eyes his father s ambition i wonder if he knows how much that i miss him i hang on every word you say yay and you smile and say how are you i say just fine i always forget to tell you i love you i love you forever i watch superman fly away you ve got a busy day today go save the world i ll be around i watch superman fly away come back i ll be with you someday i ll be right here on the ground when you come back down tall dark and beautiful he s complicated he s irrational but i hope someday you ll take me away and save the day yeah something in his deep brown eyes has me sayin he s not all bad like his reputation and i can t hear one single word they say and you ll leave got places to be and i ll be okay i always forget to tell you i love you i loved you from the very first day i watch superman fly away you ve got a busy day today go save the world i ll be around i watch superman fly away come back i ll be with you someday i ll be right here on the ground when you come back down and i watch you fly around the world and i hope you don t save some other girl don t forget don t forget about me i m far away but i never let you go i m love struck and looking out the window don t forget don t forget where i ll be right here wishing the flowers were from you wishing the card was from you wishing the call was from you cause i loved you from the very first day i watch superman fly away you ve got a busy day today go save the world i ll be around forever and ever here i watch superman fly away i swear i ll be with you someday i ll be right here on the ground when you come back down la la la la la la la la la la la la when you come back down"
"96","SuperStar","this is wrong but i can t help but feel like there ain t nothing more right babe misty morning comes again and i can t help but wish i could see your face and i knew from the first note played i d be breaking all my rules to see you you smile that beautiful smile and all the girls in the front row scream your name so dim that spotlight tell me things like i can t take my eyes off of you i m no one special just another wide eyed girl who s desperately in love with you give me a photograph to hang on my wall superstar good morning loneliness comes around when i m not dreaming about you when my world wakes up today you ll be in another town and i knew when i saw your face i d be counting down the ways to see you you smile that beautiful smile and all the girls in the front row scream your name so dim that spotlight tell me things like i can t take my eyes off of you i m no one special just another wide eyed girl who s desperately in love with you give me a photograph to hang on my wall superstar you played in bars you play guitar and i m invisible and everyone knows who you are and you ll never see you sing me to sleep every night from the radio so dim that spotlight tell me things like i can t take my eyes off of you i m no one special just another wide eyed girl who s desperately in love with you give me a photograph to hang on my wall superstar sweet sweet superstar superstar"
"97","Superstar (Taylor’s Version)","this is wrong but i can t help but feel like there ain t nothing more right babe misty morning comes again and i can t help but wish i could see your face i knew from the first note played i d be breaking all my rules to see you you smile that beautiful smile and all the girls in the front row scream your name so dim that spotlight tell me things like i can t keep my eyes off of you i m no one special just another wide eyed girl who s desperately in love with you give me a photograph to hang on my wall superstar morning lonelinеss comes around when i m not dreaming about you whеn my world wakes up today you ll be in another town and i knew when i saw your face i d be counting down the ways to see you you smile that beautiful smile and all the girls in the front row scream your name so dim that spotlight tell me things like i can t take my eyes off of you i m no one special just another wide eyed girl who s desperately in love with you give me a photograph to hang on my wall superstar you played in bars you play guitar i m invisible and everyone knows who you are and you ll never see you sing me to sleep every night from the radio so dim that spotlight tell me things like i can t take my eyes off of you i m no one special just another wide eyed girl who s desperately in love with you give me a photograph to hang on my wall superstar sweet sweet superstar superstar"
"98","Sweet Nothing","i spy with my little tired eye tiny as a firefly a pebble that we picked up last july down deep inside your pocket we almost forgot it does it ever miss wicklow sometimes ooh ooh they said the end is comin everyone s up to somethin i find myself runnin home to your sweet nothings outside they re push and shovin you re in the kitchen hummin all that you ever wanted from me was sweet nothin on the way home i wrote a poem you say what a mind this happens all the time ooh ooh causе they said the end is comin evеryone s up to somethin i find myself runnin home to your sweet nothings outside they re push and shovin you re in the kitchen hummin all that you ever wanted from me was nothin industry disruptors and soul deconstructors and smooth talking hucksters out glad handing each other and the voices that implore you should be doing more to you i can admit that i m just too soft for all of it ooh they said the end is comin everyone s up to somethin i find myself runnin home to your sweet nothings outside they re push and shovin you re in the kitchen hummin all that you ever wanted from me was sweet nothin they said the end is comin they said the end is comin everyone s up to somethin everyone s up to somethin i find myself runnin home to your sweet nothings outside they re push and shovin outside they re push and shovin you re in the kitchen hummin you re in the kitchen hummin all that you ever wanted from me was sweet nothin "
"99","Teardrops On My Guitar","drew looks at me i fake a smile so he won t see that i want and i m needing everything that we should be i ll bet she s beautiful that girl he talks about and she s got everything that i have to live without drew talks to me i laugh cause it s just so funny that i can t even see anyone when he s with me he says he s so in love he s finally got it right i wonder if he knows he s all i think about at night he s the reason for the teardrops on my guitar the only thing that keeps me wishin on a wishing star he s the song in the car i keep singing don t know why i do drew walks by me can he tell that i can t breathe and there he goes so perfectly the kind of flawless i wish i could be she d better hold him tight give him all her love look in those beautiful eyes and know she s lucky cause he s the reason for the teardrops on my guitar the only thing that keeps me wishin on a wishing star he s the song in the car i keep singing don t know why i do so i ll drive home alone as i turn off the light i ll put his picture down and maybe get some sleep tonight cause he s the reason for the teardrops on my guitar the only one who s got enough of me to break my heart he s the song in the car i keep singing don t know why i do he s the time taken up but there s never enough and he s all that i need to fall into drew looks at me i fake a smile so he won t see"
"100","Tell Me Why","i took a chance i took a shot and you might think i m bulletproof but i m not you took a swing i took it hard and down here from the ground i see who you are i m sick and tired of your attitude i m feeling like i don t know you you tell me that you love me then cut me down and i need you like a heartbeat but you know you got a mean streak that makes me run for cover when you re around and here s to you and your temper yes i remember what you said last night and i know that you see what you re doing to me tell me why you could write a book on how to ruin someone s perfect day well i get so confused and frustrated forget what i m trying to say oh i m sick and tired of your reasons i got no one to believe in you tell me that you want me then push me around and i need you like a heartbeat but you know you got a mean streak that makes me run for cover when you re around here s to you and your temper yes i remember what you said last night and i know that you see what you re doing to me tell me why why do you have to make me feel small so you can feel whole inside why do you have to put down my dreams so you re the only thing on my mind i m sick and tired of your attitude i m feeling like i don t know you you tell me that you want me then cut me down i m sick and tired of your reasons i ve got no one to believe in you ask me for my love then you push me around here s to you and your temper yes i remember what you said last night and i know that you see what you re doing to me tell me why why tell me why why i take a step back let you go i told you i m not bulletproof now you know"
"101","Tell Me Why (Taylor’s Version)","i took a chance i took a shot and you might think i m bulletproof but i m not you took a swing i took it hard and down here from the ground i see who you are i m sick and tired of your attitude i m feeling like i don t know you you tell me that you love me then cut me down and i need you like a heartbeat but you know you got a mean streak makes me run for cover when you re around here s to you and your temper yes i remember what you said last night and i know that you see what you re doin to me tell me why well you could write a book on how to ruin someone s perfеct day well i get so confused and frustratеd forget what i m tryin to say oh i m sick and tired of your reasons i got no one to believe in you tell me that you want me then push me around and i need you like a heartbeat but you know you got a mean streak makes me run for cover when you re around here s to you and your temper yes i remember what you said last night and i know that you see what you re doin to me tell me why why do you have to make me feel small so you can feel whole inside why do you have to put down my dreams so you re the only thing on my mind well i m sick and tired of your attitude feeling like i don t know you you tell me that you want me and cut me down i m sick and tired of your reasons i ve got no one to believe in you ask me for my love then you push me around here s to you and your temper yes i remember what you said last night and i know that you see what you re doin to me tell me why why tell me why oh i take a step back i let you go i told you i m not bulletproof now you know"
"102","The Archer","combat i m ready for combat i say i don t want that but what if i do cause cruelty wins in the movies i ve got a hundred thrown out speeches i almost said to you easy they come easy they go i jump from the train i ride off alone i never grew up it s getting so old help me hold on to you i ve been the archer i ve been the prey who could ever leave me darling but who could stay dark side i search for your dark side but what if i m alright right right right here and i cut off my nose just to spite my face then i hate my reflection for years and years i wake in the night i pace like a ghost the room is on fire invisible smoke and all of my heroes die all alone help me hold on to you i ve been the archer i ve been the prey screaming who could ever leave me darling but who could stay i see right through me i see right through me cause they see right through me they see right through me they see right through can you see right through me they see right through they see right through me i see right through me i see right through me all the king s horses all the king s men couldn t put me together again cause all of my enemies started out friends help me hold on to you i ve been the archer i ve been the prey who could ever leave me darling but who could stay i see right through me i see right through me who could stay who could stay who could stay you could stay you could stay combat i m ready for combat"
"103","The Best Day","i m five years old it s getting cold i ve got my big coat on i hear your laugh and look up smiling at you i run and run past the pumpkin patch and the tractor rides look now the sky is gold i hug your legs and fall asleep on the way home i don t know why all the trees change in the fall but i know you re not scared of anything at all don t know if snow white s house is near or far away but i know i had the best day with you today i m thirteen now and don t know how my friends could be so mean i come home crying and you hold me tight and grab the keys and we drive and drive until we found a town far enough away and we talk and window shop til i ve forgotten all their names i don t know who i m going to talk to now at school but i know i m laughing on the car ride home with you don t know how long it s going to take to feel okay but i know i had the best day with you today i have an excellent father his strength is making me stronger god smiles on my little brother inside and out he s better than i am i grew up in a pretty house and i had space to run and i had the best days with you there is a video i found from back when i was three you set up a paint set in the kitchen and you re talking to me it s the age of princesses and pirate ships and the seven dwarfs and daddy s smart and you re the prettiest lady in the whole wide world and now i know why all the trees change in the fall i know you were on my side even when i was wrong and i love you for giving me your eyes for staying back and watching me shine and i didn t know if you knew so i m taking this chance to say that i had the best day with you today"
"104","The Best Day (Taylor’s Version)","i m five years old it s getting cold i ve got my big coat on i hear your laugh and look up smiling at you i run and run past the pumpkin patch and the tractor rides look now the sky is gold i hug your legs and fall asleep on the way home i don t know why all the trees change in the fall but i know you re not scared of anything at all don t know if snow white s house is near or far away but i know i had the best day with you today i m thirteen now and don t know how my friends could be so mean i come home crying and you hold me tight and grab the keys and we drive and drive until we found a town far enough away and we talk and window shop til i ve forgotten all their names i don t know who i m gonna talk to now at school but i know i m laughing on the car ride home with you don t know how long it s gonna take to feel okay but i know i had the best day with you today i have an excellent father his strength is making me stronger god smiles on my little brother inside and out he s better than i am i grew up in a pretty house and i had space to run and i had the best days with you there is a video i found from back when i was three you set up a paint set in the kitchen and you re talking to me it s the age of princesses and pirate ships and the seven dwarves daddy s smart and you re the prettiest lady in the whole wide world now i know why all the trees change in the fall i know you were on my side even when i was wrong and i love you for giving me your eyes for staying back and watching me shine and i didn t know if you knew so i m taking this chance to say that i had the best day with you today"
"105","The Great War","my knuckles were bruised like violets sucker punching walls cursed you as i sleep talked spineless in my tomb of silence tore your banners down took the battle underground and maybe it was egos swinging maybe it was her flashes of the battle come back to me in a blur all that bloodshed crimson clover uh huh sweet dream was over my hand was the one you reached for all throughout the great war always remember uh huh tears on the lеtter i vowed not to cry anymore if wе survived the great war you drew up some good faith treaties i drew curtains closed drank my poison all alone you said i have to trust more freely but diesel is desire you were playing with fire and maybe it s the past that s talking screaming from the crypt telling me to punish you for things you never did so i justified it all that bloodshed crimson clover uh huh the bombs were closer my hand was the one you reached for all throughout the great war always remember uh huh the burning embers i vowed not to fight anymore if we survived the great war uh huh uh huh it turned into something bigger somewhere in the haze got a sense i d been betrayed your finger on my hairpin triggers soldier down on that icy ground looked up at me with honor and truth broken and blue so i called off the troops that was the night i nearly lost you i really thought i d lost you we can plant a memory garden say a solemn prayer place a poppy in my hair there s no morning glory it was war it wasn t fair and we will never go back to that bloodshed crimson clover uh huh the worst was over my hand was the one you reached for all throughout the great war always remember uh huh we re burned for better i vowed i would always be yours cause we survived the great war uh huh uh huh i will always be yours cause we survived the great war uh huh i vow i will always be yours"
"106","The Last Time","find myself at your door just like all those times before i m not sure how i got there all roads they lead me here i imagine you are home in your room all alone and you open your eyes into mine and everything feels better and right before your eyes i m breaking no past no reasons why just you and me this is the last time i m asking you this put my name at the top of your list this is the last time i m asking you why you break my heart in the blink of an eye eye eye you find yourself at my door just like all those times before you wear your best apology but i was there to watch you leave and all the times i let you in just for you to go again disappear when you come back everything is better and right before your eyes i m aching run fast nowhere to hide just you and me this is the last time i m asking you this put my name at the top of your list this is the last time i m asking you why you break my heart in the blink of an eye eye eye this is the last time you tell me i ve got it wrong this is the last time i say it s been you all along this is the last time i let you in my door this is the last time i won t hurt you anymore oh ho oh ho oh ho oh ho oh ho oh ho oh ho oh ho this is the last time i m asking you this put my name at the top of your list this is the last time i m asking you why you break my heart in the blink of an eye this is the last time i m asking you this this is the last time i m asking you this put my name at the top of your list put my name at the top of your list this is the last time i m asking you why this is the last time i m asking you why you break my heart in the blink of an eye you break my heart this is the last time i m asking you last time i m asking you last time i m asking you this this is the last time i m asking you last time i m asking you last time i m asking you this this is the last time i m asking you last time i m asking you last time i m asking you this this is the last time i m asking you last time i m asking you last time i m asking you this"
"107","The Lucky One","new to town with a made up name in the angel s city chasing fortune and fame and the camera flashes make it look like a dream you had it figured out since you were in school everybody loves pretty everybody loves cool so overnight you look like a sixties queen another name goes up in lights like diamonds in the sky and they ll tell you now you re the lucky one yeah they ll tell you now you re the lucky one but can you tell me now you re the lucky one oh oh oh now it s big black cars and riviera views and your lover in the foyer doesn t even know you and your secrets end up splashed on the news front page and they tell you that you re lucky but you re so confused cause you don t feel pretty you just feel used and all the young things line up to take your place another name goes up in lights you wonder if you ll make it out alive and they ll tell you now you re the lucky one yeah they ll tell you now you re the lucky one but can you tell me now you re the lucky one oh oh oh it was a few years later i showed up here and they still tell the legend of how you disappeared how you took the money and your dignity and got the hell out they say you bought a bunch of land somewhere chose the rose garden over madison square and it took some time but i understand it now cause now my name is up in lights but i think you got it right let me tell you now you re the lucky one let me tell you now you re the lucky one let me tell you now you re the lucky one oh oh oh and they ll tell you now you re the lucky one yeah they ll tell you now you re the lucky one and they ll tell you now you re the lucky one oh oh oh oh whoa oh oh"
"108","The Man","i would be complex i would be cool they d say i played the field before i found someone to commit to and that would be okay for me to do every conquest i had made would make me more of a boss to you i d be a fearless leader i d be an alpha type when everyone believes ya what s that like i m so sick of running as fast as i can wonderin if i d get there quicker if i was a man and i m so sick of them comin at me again cause if i was a man then i d be the man i d be the man man i d be the man man they d say i hustled put in the work they wouldn t shake their heads and question how much of this i deserve what i was wearing if i was rude could all be separated from my good ideas and power moves and they would toast to me oh ayy let the players play i d be just like leo in saint tropez i m so sick of running as fast as i can wonderin if i d get there quicker if i was a man and i m so sick of them comin at me again cause if i was a man then i d be the man i d be the man man i d be the man man what s it like to brag about raking in dollars and getting bitches and models and it s all good if you re bad and it s okay if you re mad if i was out flashin my dollars i d be a bitch not a baller they d paint me out to be bad so it s okay that i m mad i m so sick of running as fast as i can wonderin if i d get there quicker if i was a man you know that and i m so sick of them comin at me again comin at me again cause if i was a man if i was a man then i d be the man then i d be the man i m so sick of running as fast as i can as fast as i can wonderin if i d get there quicker if i was a man hey and i m so sick of them comin at me again comin at me again cause if i was a man if i was a man then i d be the man i d be the man man i d be the man man oh i d be the man man yeah i d be the man man i d be the man if i was a man then i d be the man"
"109","The Moment I Knew","you should ve been there should ve burst through the door with that baby i m right here smile and it would ve felt like a million little shining stars had just aligned and i would ve been so happy christmas lights glisten i ve got my eye on the door just waiting for you to walk in but the time is ticking people ask me how i ve been as i comb back through my memory how you said you d be here you said you d be here and it was like slow motion standing there in my party dress in red lipstick with no one to impress and they re all laughing as i m looking around the room but there was one thing missing and that was the moment i knew and the hours pass by now i just wanna be alone but your close friends always seem to know when there s something really wrong so they follow me down the hall and there in the bathroom i try not to fall apart and the sinking feeling starts as i say hopelessly he said he d be here and it was like slow motion standing there in my party dress in red lipstick with no one to impress and they re all laughing and asking me about you but there was one thing missing missing and that was the moment i knew what do you say when tears are streaming down your face in front of everyone you know and what do you do when the one who means the most to you is the one who didn t show you should ve been here and i would ve been so happy and it was like slow motion standing there in my party dress in red lipstick with no one to impress and they re all standing around me singing happy birthday to you but there was one thing missing and that was the moment i knew oh oh oh oh oh oh oh i knew oh oh oh oh oh oh oh you called me later and said i m sorry i didn t make it and i said i m sorry too and that was the moment i knew"
"110","The Other Side Of The Door","in the heat of the fight i walked away ignoring words that you were saying tryin to make me stay i said this time i ve had enough and you ve called a hundred times but i m not picking up cause i m so mad i might tell you that it s over but if you look a little closer i said leave but all i really want is you to stand outside my window throwing pebbles screaming i m in love with you wait there in the pouring rain coming back for more and don t you leave cause i know all i need is on the other side of the door me and my stupid pride are sitting here alone going through the photographs staring at the phone i keep going back over things we both said and i remember the slamming door and all the things that i misread so babe if you know everything tell me why you couldn t see when i left i wanted you to chase after me yeah i said leave but all i really want is you to stand outside my window throwing pebbles screaming i m in love with you wait there in the pouring rain coming back for more and don t you leave cause i know all i need is on the other side of the door and i ll scream out the window i can t even look at you i don t need you but i do i do i do i ll say there s nothing you can say to make this right again i mean it i mean it what i mean is i said leave but baby all i want is you to stand outside my window throwing pebbles screaming i m in love with you wait there in the pouring rain coming back for more and don t you leave cause i know all i need is on the other side of the door with your face and the beautiful eyes and the conversation with the little white lies and the faded picture of a beautiful night you carried me from your car up the stairs and i broke down crying was she worth this mess after everything and that little black dress after everything i must confess i need you"
"111","The Outside","i didn t know what i would find when i went looking for a reason i know i didn t read between the lines and baby i ve got nowhere to go i tried to take the road less traveled by but nothing seems to work the first few times am i right so how can i ever try to be better nobody ever lets me in i can still see you this ain t the best view on the outside looking in i ve been a lot of lonely places i ve never been on the outside you saw me there but never knew that i would give it all up to be a part of this a part of you and now it s all too late so you see you could ve helped if you had wanted to but no one notices until it s too late to do anything how can i ever try to be better nobody ever lets me in i can still see you this ain t the best view on the outside looking in i ve been a lot of lonely places i ve never been on the outside oh yeah how can i ever try to be better nobody ever lets me in and i can still see you this ain t the best view on the outside looking in i ve been a lot of lonely places i ve never been on the outside oh oh oh oh oh oh oh oh oh"
"112","The Story Of Us","i used to think one day we d tell the story of us how we met and the sparks flew instantly and people would say they re the lucky ones i used to know my place was the spot next to you now i m searching the room for an empty seat cause lately i don t even know what page you re on oh a simple complication miscommunications lead to fallout so many things that i wish you knew so many walls up i can t break through now i m standing alone in a crowded room and we re not speaking and i m dying to know is it killing you like it s killing me yeah i don t know what to say since the twist of fate when it all broke down and the story of us looks a lot like a tragedy now next chapter how d we end up this way see me nervously pulling at my clothes and trying to look busy and you re doing your best to avoid me i m starting to think one day i ll tell the story of us how i was losing my mind when i saw you here but you held your pride like you should ve held me oh i m scared to see the ending why are we pretending this is nothing i d tell you i miss you but i don t know how i ve never heard silence quite this loud now i m standing alone in a crowded room and we re not speaking and i m dying to know is it killing you like it s killing me yeah i don t know what to say since the twist of fate when it all broke down and the story of us looks a lot like a tragedy now this is looking like a contest of who can act like they care less but i liked it better when you were on my side the battle s in your hands now but i would lay my armor down if you said you d rather love than fight so many things that you wish i knew but the story of us might be ending soon now i m standing alone in a crowded room and we re not speaking and i m dying to know is it killing you like it s killing me yeah i don t know what to say since the twist of fate when it all broke down the story of us looks a lot like a tragedy now now now and we re not speaking and i m dying to know is it killing you like it s killing me yeah i don t know what to say since the twist of fate cause we re goin down and the story of us looks a lot like a tragedy now the end"
"113","The Way I Loved You","he is sensible and so incredible and all my single friends are jealous he says everything i need to hear and it s like i couldn t ask for anything better he opens up my door and i get into his car and he says you look beautiful tonight and i feel perfectly fine but i miss screaming and fighting and kissing in the rain and it s 2am and i m cursing your name you re so in love that you act insane and that s the way i loved you breaking down and coming undone it s a roller coaster kind of rush and i never knew i could feel that much and that s the way i loved you he respects my space and never makes me wait and he calls exactly when he says he will he s close to my mother talks business with my father he s charming and endearing and i m comfortable but i miss screaming and fighting and kissing in the rain it s 2am and i m cursing your name you re so in love that you acted insane and that s the way i loved you breaking down and coming undone it s a roller coaster kind of rush and i never knew i could feel that much and that s the way i loved you he can t see the smile i m faking and my heart s not breaking cause i m not feeling anything at all and you were wild and crazy just so frustrating intoxicating complicated got away by some mistake and now i miss screaming and fighting and kissing in the rain it s 2am and i m cursing your name i m so in love that i acted insane and that s the way i loved you breaking down and coming undone it s a roller coaster kind of rush and i never knew i could feel that much and that s the way i loved you oh oh and that s the way i loved you oh oh never knew i could feel that much and that s the way i loved you"
"114","The Way I Loved You (Taylor’s Version)","he is sensible and so incredible and all my single friends are jealous he says everything i need to hear and it s like i couldn t ask for anything better he opens up my door and i get into his car and he says you look beautiful tonight and i feel perfectly fine but i miss screaming and fighting and kissing in the rain and it s 2am and i m cursing your name you re so in love that you act insane and that s the way i loved you breaking down and coming undone it s a rollercoaster kind of rush and i never knew i could feel that much and that s the way i loved you he respects my space and never makes me wait and he calls exactly when he says he will he s close to my mother talks business with my father he s charming and endearing and i m comfortable but i miss screaming and fighting and kissing in the rain and it s 2am and i m cursing your name you re so in love that you act insane and that s the way i loved you breaking down and coming undone it s a rollercoaster kind of rush and i never knew i could feel that much and that s the way i loved you he can t see the smile i m faking and my heart s not breaking cause i m not feeling anything at all and you were wild and crazy just so frustrating intoxicating complicated got away by some mistake and now i miss screaming and fighting and kissing in the rain it s 2am and i m cursing your name so in love that i acted insane and that s the way i loved you breaking down and coming undone it s a rollercoaster kind of rush and i never knew i could feel that much and that s the way i loved you oh oh woah woah oh oh oh and that s the way i loved you oh oh oh oh oh oh oh woah never knew i could feel that much and that s the way i loved you"
"115","This Love","clear blue water high tide came and brought you in and i could go on and on on and on and i will skies grew darker currents swept you out again and you were just gone and gone gone and gone in silent screams and wildest dreams i never dreamed of this this love is good this love is bad this love is alive back from the dead oh oh oh these hands had to let it go free and this love came back to me oh oh oh oh oh oh oh oh tossing turning struggled through the night with someone new baby i could go on and on on and on lantern burning flickered in my mind only you but you were still gone gone gone been losing grip on sinking ships you showed up just in time this love is good this love is bad this love is alive back from the dead oh oh oh these hands had to let it go free and this love came back to me oh oh oh this love left a permanent mark this love is glowing in the dark oh oh oh these hands had to let it go free and this love came back to me oh oh oh this love this love this love this love oh oh oh this love this love this love this love oh oh oh this love this love this love this love oh oh oh this love this love this love this love your kiss my cheek i watched you leave your smile my ghost i fell to my knees when you re young you just run but you come back to what you need this love is good this love is bad this love is alive back from the dead oh oh oh these hands had to let it go free and this love came back to me oh oh oh this love this love left a permanent mark this love this love is glowing in the dark oh oh oh this love these hands had to let it go free and this love this love came back to me oh oh oh this love this love this love this love oh oh oh this love this love this love this love oh oh oh this love this love this love this love this love this love came back to me oh oh oh"
"116","Tied Together with a Smile","seems the only one who doesn t see your beauty is the face in the mirror looking back at you you walk around here thinking you re not pretty but that s not true cause i know you hold on baby you re losing it the water s high you re jumping into it and letting go and no one knows that you cry but you don t tell anyone that you might not be the golden one and you re tied together with a smile but you re coming undone oh i guess it s true that love was all you wanted cause you re giving it away like it s extra change hoping it will end up in his pocket pocket but he leaves you out like a penny in the rain oh cause it s not his price to pay it s not his price to pay hold on baby you re losing it the water s high you re jumping into it and letting go and no one knows that you cry but you don t tell anyone that you might not be the golden one and you re tied together with a smile but you re coming undone oh oh oh hold on baby you re losing it the water s high you re jumping into it and letting go and no one knows that you cry but you don t tell anyone that you might not be the golden one and you re tied together with a smile but you re coming undone oh you re tied together with a smile but you re coming undone oh oh oh goodbye baby with a smile baby baby oh"
"117","Tim McGraw","he said the way my blue eyes shined put those georgia stars to shame that night i said that s a lie just a boy in a chevy truck that had a tendency of gettin stuck on backroads at night and i was right there beside him all summer long and then the time we woke up to find that summer gone but when you think tim mc graw i hope you think my favorite song the one we danced to all night long the moon like a spotlight on the lake when you think happiness i hope you think that little black dress think of my head on your chest and my old faded blue jeans when you think tim mc graw i hope you think of me september saw a month of tears and thankin god that you weren t here to see me like that but in a box beneath my bed is a letter that you never read from three summers back it s hard not to find it all a little bittersweet and lookin back on all of that it s nice to believe when you think tim mc graw i hope you think my favorite song the one we danced to all night long the moon like a spotlight on the lake when you think happiness i hope you think that little black dress think of my head on your chest and my old faded blue jeans when you think tim mc graw i hope you think of me and i m back for the first time since then i m standin on your street and there s a letter left on your doorstep and the first thing that you ll read is when you think tim mc graw i hope you think my favorite song someday you ll turn your radio on i hope it takes you back to that place when you think happiness i hope you think that little black dress think of my head on your chest and my old faded blue jeans when you think tim mc graw i hope you think of me oh think of me mmm he said the way my blue eyes shined put those georgia stars to shame that night i said that s a lie "
"118","Treacherous","put your lips close to mine as long as they don t touch out of focus eye to eye til the gravity s too much and i ll do anything you say if you say it with your hands and i d be smart to walk away but you re quicksand this slope is treacherous this path is reckless this slope is treacherous and i i i like it i can t decide if it s a choice getting swept away i hear the sound of my own voice asking you to stay and all we are is skin and bone trained to get along forever going with the flow but you re friction this slope is treacherous this path is reckless this slope is treacherous i i i like it two headlights shine through the sleepless night and i will get you get you alone your name has echoed through my mind and i just think you should think you should know that nothing safe is worth the drive and i would follow you follow you home i ll follow you follow you home this hope is treacherous this daydream is dangerous this hope is treacherous i i i i i i i i i two headlights shine through the sleepless night and i will get you get you alone your name has echoed through my mind and i just think you should think you should know that nothing safe is worth the drive and i would follow you follow you home i ll follow you follow you home i ll follow you follow you home i ll follow you follow you home this slope is treacherous i i i like it"
"119","Untouchable","untouchable like a distant diamond sky i m reaching out and i just can t tell you why i m caught up in you i m caught up in you untouchable burning brighter than the sun and when you re close i feel like coming undone in the middle of the night when i m in this dream it s like a million little stars spelling out your name you got to come on come on say that we ll be together come on come on little taste of heaven it s half full and i won t wait here all day i know you re saying that you d be here anyway but you re untouchable burning brighter than the sun and now that you re close i feel like coming undone in the middle of the night when i m in this dream it s like a million little stars spelling out your name you got to come on come on say that we ll be together come on come on oh in the middle of the night waking from this dream i want to feel you by my side standing next to me you got to come on come on say that we ll be together come on come on little taste of heaven i m caught up in you oh oh oh oh oh but you re untouchable burning brighter than the sun now that you re close i feel like coming undone in the middle of the night when i m in this dream it s like a million little stars spelling out your name you got to come on come on say that we ll be together come on come on oh oh oh in the middle of the night when i m in this dream it s like a million little stars spelling out your name you got to come on come on say that we ll be together come on come on come on in the middle of the night waking from this dream i want to feel you by my side standing next to me you got to come on come on say that we ll be together come on come on little taste of heaven oh oh oh oh oh oh and in the middle of the night when i m in this dream it s like a million little stars spelling out your name you got to come on come on oh come on come on come on come on oh oh oh oh like a million little stars spelling out your name they re spelling out your name oh"
"120","Untouchable (Taylor’s Version)","untouchable like a distant diamond sky i m reaching out and i just can t tell you why i m caught up in you i m caught up in you untouchable burning brighter than the sun and when you re close i feel like coming undone in the middle of the night when i m in this dream it s like a million little stars spelling out your name you got to come on come on say that we ll be together come on come on little taste of heaven oh oh it s half full and i won t wait here all day i know you re saying that you d be here anyway but you re untouchable burning brighter than the sun and now that you re close i feel like coming undone in the middle of the night when i m in this dream it s like a million little stars spelling out your name you got to come on come on say that we ll be together come on come on oh in the middle of the night waking from this dream i want to feel you by my side standing next to me you got to come on come on say that we ll be together come on come on little taste of heaven i m caught up in you oh oh oh oh oh but you re untouchable burning brighter than the sun now that you re close i feel like coming undone in the middle of the night when i m in this dream it s like a million little stars spelling out your name you got to come on come on say that we ll be together come on come on oh oh oh in the middle of the night when i m in this dream it s like a million little stars spelling out your name you got to come on come on say that we ll be together come on come on come on in the middle of the night waking from this dream i want to feel you by my side standing next to me you got to come on come on say that we ll be together come on come on little taste of heaven oh oh oh oh oh oh oh oh and in the middle of the night when i m in this dream it s like a million little stars spelling out your name you got to come on come on oh come on come on come on come on oh oh oh oh it s like a million little stars spelling out your name they re spelling out your name oh"
"121","Vigilante Shit","draw the cat eye sharp enough to kill a man you did some bad things but i m the worst of them sometimes i wonder which one ll be your last lie they say looks can kill and i might try i don t dress for women i don t dress for men lately i ve been dressin for revenge i don t start shit but i can tell you how it ends don t get sad get even so on the weekends i don t dress for friends lately i ve been dressin for revenge she needed cold hard proof so i gave her some she had the envelope where you think she got it from now she gets the house gets the kids gets the pride picture me thick as thieves with your ex wife and she looks so pretty drivin in your benz lately she s been dressin for revenge she don t start shit but she can tell you how it ends don t get sad get even so on the weekends she don t dress for friends lately she s been dressing for revenge ladies always rise above ladies know what people want someone sweet and kind and fun the lady simply had enough while he was doin lines and crossin all of mine someone told his white collar crimes to the fbi and i don t dress for villains or for innocents i m on my vigilante shit again i don t start shit but i can tell you how it ends don t get sad get even so on the weekends i don t dress for friends lately i ve been dressin for revenge"
